salary_id,employee_id,salary_date,base_salary,bonus,increment_percentage,total_salary
SAL00766,EMP0378,2027-02-02 00:00:00,3519.61,13,9,3532.61
SAL00767,EMP0379,2022-10-21,11240.0,1544,0,12784.0
SAL00768,EMP0379,2023-10-21 00:00:00,12251.6,1797,9,14048.6
SAL00769,EMP0379,2025-10-21 00:00:00,12864.18,1582,5,14446.18
SAL00770,EMP0380,2012-04-09,11345.0,488,0,11833.0
SAL00771,EMP0381,2019-06-25,8094.0,861,0,8955.0
SAL00772,EMP0381,2020-06-25 00:00:00,8660.58,689,7,9349.58
SAL00773,EMP0382,2019-04-23,18681.0,140,0,18821.0
SAL00774,EMP0383,2025-09-19,5726.0,405,0,6131.0
SAL00775,EMP0383,2027-09-19 00:00:00,6241.34,634,9,6875.34
SAL00776,EMP0384,2023-06-08,11657.0,425,0,12082.0
SAL00777,EMP0385,2024-05-25,15558.0,1789,0,17347.0
SAL00778,EMP0385,2026-05-25 00:00:00,16958.22,1911,9,18869.22
SAL00779,EMP0385,2027-05-25 00:00:00,17975.71,1651,6,19626.71
SAL00780,EMP0386,2016-04-02,5736.0,393,0,6129.0
SAL00781,EMP0386,2018-04-02 00:00:00,6022.8,168,5,6190.8
SAL00782,EMP0387,2024-08-13,9461.0,860,0,10321.0
SAL00783,EMP0387,2026-08-13 00:00:00,9934.05,1070,5,11004.05
SAL00784,EMP0387,2027-08-13 00:00:00,10927.46,786,10,11713.46
SAL00785,EMP0388,2019-11-27,9625.0,1147,0,10772.0
SAL00786,EMP0389,2014-07-02,6117.0,280,0,6397.0
SAL00787,EMP0390,2018-06-16,12431.0,1857,0,14288.0
SAL00788,EMP0390,2020-06-16 00:00:00,13052.55,1333,5,14385.55
SAL00789,EMP0391,2025-06-20,27856.0,2526,0,30382.0
SAL00790,EMP0392,2014-04-01,8725.0,662,0,9387.0
SAL00791,EMP0392,2015-04-01 00:00:00,9423.0,1262,8,10685.0
SAL00792,EMP0393,2022-07-03,13358.0,317,0,13675.0
SAL00793,EMP0393,2023-07-03 00:00:00,14426.64,2067,8,16493.64
SAL00794,EMP0394,2018-03-18,20131.0,1407,0,21538.0
SAL00795,EMP0394,2020-03-18 00:00:00,21137.55,2370,5,23507.55
SAL00796,EMP0395,2026-05-03,6108.0,620,0,6728.0
SAL00797,EMP0396,2019-09-22,33140.0,4674,0,37814.0
SAL00798,EMP0397,2013-09-01,3135.0,212,0,3347.0
SAL00799,EMP0398,2022-03-04,17403.0,875,0,18278.0
SAL00800,EMP0398,2024-03-04 00:00:00,17925.09,1929,3,19854.09
SAL00801,EMP0398,2026-03-04 00:00:00,19000.6,2602,6,21602.6
SAL00802,EMP0399,2014-02-07,5469.0,686,0,6155.0
SAL00803,EMP0399,2015-02-07 00:00:00,5633.07,66,3,5699.07
SAL00804,EMP0400,2020-09-30,4780.0,395,0,5175.0
SAL00805,EMP0400,2022-09-30 00:00:00,5210.2,48,9,5258.2
SAL00806,EMP0401,2021-06-29,8974.0,747,0,9721.0
SAL00807,EMP0401,2022-06-29 00:00:00,9602.18,136,7,9738.18
SAL00808,EMP0402,2021-06-06,3722.0,71,0,3793.0
SAL00809,EMP0402,2022-06-06 00:00:00,3870.88,571,4,4441.88
SAL00810,EMP0403,2020-08-25,19770.0,2282,0,22052.0
SAL00811,EMP0404,2019-07-28,5405.0,626,0,6031.0
SAL00812,EMP0405,2011-07-30,6870.0,687,0,7557.0
SAL00813,EMP0406,2013-06-25,8917.0,10,0,8927.0
SAL00814,EMP0407,2024-06-26,26257.0,604,0,26861.0
SAL00815,EMP0407,2025-06-26 00:00:00,28357.56,2003,8,30360.56
SAL00816,EMP0407,2026-06-26 00:00:00,29208.29,1874,3,31082.29
SAL00817,EMP0408,2014-07-11,16209.0,810,0,17019.0
SAL00818,EMP0408,2016-07-11 00:00:00,17667.81,1878,9,19545.81
SAL00819,EMP0409,2012-05-31,9551.0,1158,0,10709.0
SAL00820,EMP0409,2014-05-31 00:00:00,10124.06,908,6,11032.06
SAL00821,EMP0410,2013-10-25,9157.0,177,0,9334.0
SAL00822,EMP0410,2014-10-25 00:00:00,9431.71,1132,3,10563.71
SAL00823,EMP0411,2016-11-16,10196.0,478,0,10674.0
SAL00824,EMP0411,2018-11-16 00:00:00,11011.68,950,8,11961.68
SAL00825,EMP0412,2023-12-05,7880.0,731,0,8611.0
SAL00826,EMP0413,2012-09-25,7033.0,733,0,7766.0
SAL00827,EMP0413,2013-09-25 00:00:00,7454.98,427,6,7881.98
SAL00828,EMP0413,2014-09-25 00:00:00,7678.63,278,3,7956.63
SAL00829,EMP0414,2022-02-01,34100.0,3862,0,37962.0
SAL00830,EMP0414,2023-02-01 00:00:00,35464.0,1573,4,37037.0
SAL00831,EMP0415,2012-01-20,10555.0,368,0,10923.0
SAL00832,EMP0415,2013-01-20 00:00:00,11188.3,114,6,11302.3
SAL00833,EMP0416,2021-03-02,34101.0,3415,0,37516.0
SAL00834,EMP0416,2022-03-02 00:00:00,35465.04,1361,4,36826.04
SAL00835,EMP0417,2017-12-21,32430.0,4371,0,36801.0
SAL00836,EMP0417,2019-12-21 00:00:00,34375.8,2047,6,36422.8
SAL00837,EMP0418,2023-12-22,7535.0,1104,0,8639.0
SAL00838,EMP0419,2020-01-10,15749.0,2354,0,18103.0
SAL00839,EMP0419,2022-01-10 00:00:00,16693.94,1292,6,17985.94
SAL00840,EMP0419,2023-01-10 00:00:00,17862.52,387,7,18249.52
SAL00841,EMP0420,2025-12-20,8491.0,52,0,8543.0
SAL00842,EMP0420,2027-12-20 00:00:00,9000.46,982,6,9982.46
SAL00843,EMP0421,2024-01-24,7492.0,1107,0,8599.0
SAL00844,EMP0422,2015-05-27,10185.0,954,0,11139.0
SAL00845,EMP0422,2016-05-27 00:00:00,11101.65,146,9,11247.65
SAL00846,EMP0423,2011-08-21,4084.0,47,0,4131.0
SAL00847,EMP0423,2013-08-21 00:00:00,4492.4,492,10,4984.4
SAL00848,EMP0423,2014-08-21 00:00:00,4851.79,490,8,5341.79
SAL00849,EMP0424,2020-04-03,23973.0,1854,0,25827.0
SAL00850,EMP0424,2021-04-03 00:00:00,25890.84,3247,8,29137.84
SAL00851,EMP0425,2011-12-06,9836.0,372,0,10208.0
SAL00852,EMP0425,2012-12-06 00:00:00,10131.08,758,3,10889.08
SAL00853,EMP0425,2014-12-06 00:00:00,11042.88,1540,9,12582.88
SAL00854,EMP0426,2013-06-28,27229.0,748,0,27977.0
SAL00855,EMP0427,2024-07-22,20990.0,1581,0,22571.0
SAL00856,EMP0428,2024-09-06,8657.0,148,0,8805.0
SAL00857,EMP0428,2025-09-06 00:00:00,9089.85,736,5,9825.85
SAL00858,EMP0428,2026-09-06 00:00:00,9635.24,226,6,9861.24
SAL00859,EMP0429,2017-04-17,6687.0,147,0,6834.0
SAL00860,EMP0429,2018-04-17 00:00:00,7088.22,285,6,7373.22
SAL00861,EMP0429,2019-04-17 00:00:00,7371.75,1004,4,8375.75
SAL00862,EMP0430,2018-01-09,20771.0,2880,0,23651.0
SAL00863,EMP0430,2020-01-09 00:00:00,21601.84,2395,4,23996.84
SAL00864,EMP0431,2026-07-01,18553.0,2497,0,21050.0
SAL00865,EMP0432,2023-11-10,19331.0,510,0,19841.0
SAL00866,EMP0432,2024-11-10 00:00:00,20490.86,2654,6,23144.86
SAL00867,EMP0433,2022-08-12,13222.0,1061,0,14283.0
SAL00868,EMP0434,2020-09-04,9301.0,1028,0,10329.0
SAL00869,EMP0434,2021-09-04 00:00:00,9859.06,342,6,10201.06
SAL00870,EMP0435,2016-01-04,7969.0,288,0,8257.0
SAL00871,EMP0436,2016-12-28,5198.0,367,0,5565.0
SAL00872,EMP0437,2022-10-03,4580.0,384,0,4964.0
SAL00873,EMP0438,2020-09-20,3245.0,267,0,3512.0
SAL00874,EMP0439,2022-09-14,6451.0,569,0,7020.0
SAL00875,EMP0439,2024-09-14 00:00:00,6773.55,676,5,7449.55
SAL00876,EMP0439,2026-09-14 00:00:00,7112.23,564,5,7676.23
SAL00877,EMP0440,2021-01-05,21688.0,509,0,22197.0
SAL00878,EMP0441,2014-07-15,6312.0,608,0,6920.0
SAL00879,EMP0441,2016-07-15 00:00:00,6564.48,326,4,6890.48
SAL00880,EMP0442,2025-04-05,13899.0,1705,0,15604.0
SAL00881,EMP0443,2018-11-26,34886.0,1856,0,36742.0
SAL00882,EMP0443,2019-11-26 00:00:00,36281.44,1857,4,38138.44
SAL00883,EMP0443,2020-11-26 00:00:00,38821.14,4397,7,43218.14
SAL00884,EMP0444,2024-02-07,13807.0,1417,0,15224.0
SAL00885,EMP0444,2026-02-07 00:00:00,14635.42,1411,6,16046.42
SAL00886,EMP0444,2027-02-07 00:00:00,16098.96,318,10,16416.96
SAL00887,EMP0445,2013-11-13,10081.0,1041,0,11122.0
SAL00888,EMP0445,2014-11-13 00:00:00,11089.1,321,10,11410.1
SAL00889,EMP0445,2015-11-13 00:00:00,11532.66,374,4,11906.66
SAL00890,EMP0446,2025-08-10,17177.0,1965,0,19142.0
SAL00891,EMP0446,2026-08-10 00:00:00,18035.85,449,5,18484.85
SAL00892,EMP0447,2013-09-18,19219.0,69,0,19288.0
SAL00893,EMP0447,2015-09-18 00:00:00,20179.95,1335,5,21514.95
SAL00894,EMP0447,2016-09-18 00:00:00,22197.95,279,10,22476.95
SAL00895,EMP0448,2024-05-19,6755.0,503,0,7258.0
SAL00896,EMP0448,2026-05-19 00:00:00,7160.3,22,6,7182.3
SAL00897,EMP0449,2025-01-07,28430.0,345,0,28775.0
SAL00898,EMP0449,2026-01-07 00:00:00,30420.1,62,7,30482.1
SAL00899,EMP0449,2028-01-07 00:00:00,32853.71,1183,8,34036.71
SAL00900,EMP0450,2018-02-01,13450.0,1564,0,15014.0
SAL00901,EMP0451,2016-10-23,23466.0,3463,0,26929.0
SAL00902,EMP0451,2017-10-23 00:00:00,25108.62,1913,7,27021.62
SAL00903,EMP0451,2019-10-23 00:00:00,27368.4,2350,9,29718.4
SAL00904,EMP0452,2014-01-21,20101.0,983,0,21084.0
SAL00905,EMP0452,2016-01-21 00:00:00,21307.06,684,6,21991.06
SAL00906,EMP0453,2026-05-13,14256.0,1405,0,15661.0
SAL00907,EMP0453,2027-05-13 00:00:00,15111.36,739,6,15850.36
SAL00908,EMP0454,2017-01-29,16648.0,2215,0,18863.0
SAL00909,EMP0454,2019-01-29 00:00:00,18312.8,2183,10,20495.8
SAL00910,EMP0455,2017-10-06,8592.0,1185,0,9777.0
SAL00911,EMP0455,2019-10-06 00:00:00,9279.36,1069,8,10348.36
SAL00912,EMP0455,2020-10-06 00:00:00,9557.74,661,3,10218.74
SAL00913,EMP0456,2019-02-02,20465.0,2302,0,22767.0
SAL00914,EMP0456,2021-02-02 00:00:00,22511.5,2605,10,25116.5
SAL00915,EMP0456,2022-02-02 00:00:00,24312.42,1513,8,25825.42
SAL00916,EMP0457,2026-01-27,7855.0,476,0,8331.0
SAL00917,EMP0458,2021-07-22,10930.0,929,0,11859.0
SAL00918,EMP0459,2024-10-11,9200.0,1181,0,10381.0
SAL00919,EMP0459,2026-10-11 00:00:00,9844.0,418,7,10262.0
SAL00920,EMP0460,2026-07-07,16501.0,690,0,17191.0
SAL00921,EMP0461,2015-09-17,6843.0,469,0,7312.0
SAL00922,EMP0462,2013-12-21,10802.0,445,0,11247.0
SAL00923,EMP0463,2013-09-10,3208.0,284,0,3492.0
SAL00924,EMP0463,2014-09-10 00:00:00,3432.56,14,7,3446.56
SAL00925,EMP0464,2014-01-08,8681.0,814,0,9495.0
SAL00926,EMP0464,2016-01-08 00:00:00,9462.29,1359,9,10821.29
SAL00927,EMP0464,2018-01-08 00:00:00,9746.16,231,3,9977.16
SAL00928,EMP0465,2016-11-06,10904.0,3,0,10907.0
SAL00929,EMP0465,2017-11-06 00:00:00,11231.12,719,3,11950.12
SAL00930,EMP0465,2019-11-06 00:00:00,11568.05,1630,3,13198.05
SAL00931,EMP0466,2014-06-29,8119.0,356,0,8475.0
SAL00932,EMP0467,2013-02-04,21993.0,2316,0,24309.0
SAL00933,EMP0467,2014-02-04 00:00:00,23752.44,1624,8,25376.44
SAL00934,EMP0467,2016-02-04 00:00:00,26127.68,901,10,27028.68
SAL00935,EMP0468,2022-02-13,13565.0,1033,0,14598.0
SAL00936,EMP0469,2022-12-04,23147.0,793,0,23940.0
SAL00937,EMP0470,2018-05-14,12572.0,722,0,13294.0
SAL00938,EMP0470,2020-05-14 00:00:00,13452.04,1673,7,15125.04
SAL00939,EMP0470,2021-05-14 00:00:00,13855.6,503,3,14358.6
SAL00940,EMP0471,2024-01-24,12538.0,1363,0,13901.0
SAL00941,EMP0471,2026-01-24 00:00:00,13541.04,401,8,13942.04
SAL00942,EMP0472,2016-09-15,14733.0,1804,0,16537.0
SAL00943,EMP0473,2012-11-06,18810.0,2492,0,21302.0
SAL00944,EMP0474,2013-10-09,9194.0,680,0,9874.0
SAL00945,EMP0475,2020-09-25,7413.0,544,0,7957.0
SAL00946,EMP0475,2021-09-25 00:00:00,8154.3,1051,10,9205.3
SAL00947,EMP0476,2025-11-06,9935.0,397,0,10332.0
SAL00948,EMP0477,2021-07-23,26011.0,3284,0,29295.0
SAL00949,EMP0478,2024-10-28,29117.0,41,0,29158.0
SAL00950,EMP0478,2025-10-28 00:00:00,32028.7,3864,10,35892.7
SAL00951,EMP0478,2026-10-28 00:00:00,33309.85,711,4,34020.85
SAL00952,EMP0479,2014-11-02,10592.0,27,0,10619.0
SAL00953,EMP0480,2015-09-20,19788.0,1459,0,21247.0
SAL00954,EMP0480,2016-09-20 00:00:00,21568.92,2337,9,23905.92
SAL00955,EMP0481,2019-03-23,4978.0,667,0,5645.0
SAL00956,EMP0481,2020-03-23 00:00:00,5475.8,251,10,5726.8
SAL00957,EMP0481,2022-03-23 00:00:00,5640.07,359,3,5999.07
SAL00958,EMP0482,2021-12-01,21292.0,423,0,21715.0
SAL00959,EMP0482,2023-12-01 00:00:00,22995.36,707,8,23702.36
SAL00960,EMP0482,2024-12-01 00:00:00,24605.04,2840,7,27445.04
SAL00961,EMP0483,2017-04-24,21486.0,1280,0,22766.0
SAL00962,EMP0483,2019-04-24 00:00:00,23634.6,1322,10,24956.6
SAL00963,EMP0484,2012-05-27,17526.0,2414,0,19940.0
SAL00964,EMP0484,2014-05-27 00:00:00,18577.56,502,6,19079.56
SAL00965,EMP0484,2015-05-27 00:00:00,20249.54,2316,9,22565.54
SAL00966,EMP0485,2013-11-03,20959.0,1036,0,21995.0
SAL00967,EMP0486,2022-02-27,5835.0,128,0,5963.0
SAL00968,EMP0487,2016-08-26,18481.0,2225,0,20706.0
SAL00969,EMP0487,2018-08-26 00:00:00,19959.48,2759,8,22718.48
SAL00970,EMP0488,2023-01-15,11287.0,1682,0,12969.0
SAL00971,EMP0488,2024-01-15 00:00:00,11625.61,1420,3,13045.61
SAL00972,EMP0489,2014-06-23,18740.0,2539,0,21279.0
SAL00973,EMP0490,2019-05-29,27248.0,3371,0,30619.0
SAL00974,EMP0491,2024-05-18,4574.0,202,0,4776.0
SAL00975,EMP0491,2025-05-18 00:00:00,4985.66,550,9,5535.66
SAL00976,EMP0491,2026-05-18 00:00:00,5334.66,158,7,5492.66
SAL00977,EMP0492,2020-07-08,9635.0,1023,0,10658.0
SAL00978,EMP0492,2022-07-08 00:00:00,10405.8,633,8,11038.8
SAL00979,EMP0492,2024-07-08 00:00:00,10926.09,883,5,11809.09
SAL00980,EMP0493,2025-04-22,17422.0,397,0,17819.0
SAL00981,EMP0493,2027-04-22 00:00:00,18118.88,2468,4,20586.88
SAL00982,EMP0493,2029-04-22 00:00:00,19024.82,2243,5,21267.82
SAL00983,EMP0494,2021-02-19,19455.0,1657,0,21112.0
SAL00984,EMP0495,2021-05-21,25956.0,1451,0,27407.0
SAL00985,EMP0495,2022-05-21 00:00:00,28292.04,1532,9,29824.04
SAL00986,EMP0495,2024-05-21 00:00:00,31121.24,3051,10,34172.24
SAL00987,EMP0496,2022-06-27,23099.0,993,0,24092.0
SAL00988,EMP0496,2024-06-27 00:00:00,24946.92,616,8,25562.92
SAL00989,EMP0497,2012-09-07,15343.0,2073,0,17416.0
SAL00990,EMP0497,2014-09-07 00:00:00,16417.01,2288,7,18705.01
SAL00991,EMP0498,2013-01-10,5753.0,409,0,6162.0
SAL00992,EMP0498,2014-01-10 00:00:00,5983.12,565,4,6548.12
SAL00993,EMP0499,2024-07-21,10822.0,981,0,11803.0
SAL00994,EMP0500,2016-04-04,5828.0,504,0,6332.0
SAL00995,EMP0501,2013-04-08,7678.0,1022,0,8700.0
SAL00996,EMP0501,2015-04-08 00:00:00,8215.46,1207,7,9422.46
SAL00997,EMP0502,2012-10-31,5581.0,538,0,6119.0
SAL00998,EMP0502,2014-10-31 00:00:00,6083.29,198,9,6281.29
SAL00999,EMP0502,2016-10-31 00:00:00,6569.95,434,8,7003.95
SAL01000,EMP0503,2014-04-17,9880.0,1313,0,11193.0
SAL01001,EMP0503,2016-04-17 00:00:00,10670.4,619,8,11289.4
SAL01002,EMP0503,2018-04-17 00:00:00,11737.44,214,10,11951.44
SAL01003,EMP0504,2023-07-14,9697.0,839,0,10536.0
SAL01004,EMP0505,2018-04-28,8358.0,782,0,9140.0
SAL01005,EMP0505,2019-04-28 00:00:00,8775.9,47,5,8822.9
SAL01006,EMP0506,2023-10-13,9521.0,951,0,10472.0
SAL01007,EMP0506,2024-10-13 00:00:00,9806.63,146,3,9952.63
SAL01008,EMP0506,2025-10-13 00:00:00,10591.16,937,8,11528.16
SAL01009,EMP0507,2017-08-11,22659.0,470,0,23129.0
SAL01010,EMP0507,2019-08-11 00:00:00,24698.31,1239,9,25937.31
SAL01011,EMP0507,2021-08-11 00:00:00,26674.17,2512,8,29186.17
SAL01012,EMP0508,2025-06-28,13678.0,388,0,14066.0
SAL01013,EMP0508,2026-06-28 00:00:00,14498.68,636,6,15134.68
SAL01014,EMP0509,2023-12-12,14838.0,2067,0,16905.0
SAL01015,EMP0509,2024-12-12 00:00:00,16025.04,924,8,16949.04
SAL01016,EMP0509,2025-12-12 00:00:00,16826.29,998,5,17824.29
SAL01017,EMP0510,2024-08-06,19501.0,1622,0,21123.0
SAL01018,EMP0510,2026-08-06 00:00:00,20086.03,705,3,20791.03
SAL01019,EMP0511,2019-03-20,17794.0,1292,0,19086.0
SAL01020,EMP0511,2021-03-20 00:00:00,19395.46,328,9,19723.46
SAL01021,EMP0511,2023-03-20 00:00:00,21141.05,3011,9,24152.05
SAL01022,EMP0512,2023-03-03,9560.0,146,0,9706.0
SAL01023,EMP0513,2012-07-13,4094.0,304,0,4398.0
SAL01024,EMP0514,2017-06-28,4581.0,346,0,4927.0
SAL01025,EMP0514,2018-06-28 00:00:00,5039.1,148,10,5187.1
SAL01026,EMP0515,2014-02-20,7289.0,872,0,8161.0
SAL01027,EMP0516,2019-06-15,22788.0,2937,0,25725.0
SAL01028,EMP0517,2017-02-18,13656.0,1817,0,15473.0
SAL01029,EMP0517,2018-02-18 00:00:00,14202.24,1831,4,16033.24
SAL01030,EMP0517,2020-02-18 00:00:00,15480.44,359,9,15839.44
SAL01031,EMP0518,2015-01-04,10984.0,12,0,10996.0
SAL01032,EMP0518,2016-01-04 00:00:00,12082.4,117,10,12199.4
SAL01033,EMP0518,2018-01-04 00:00:00,12444.87,629,3,13073.87
SAL01034,EMP0519,2012-10-30,11726.0,1415,0,13141.0
SAL01035,EMP0519,2013-10-30 00:00:00,12195.04,985,4,13180.04
SAL01036,EMP0520,2015-10-11,6239.0,222,0,6461.0
SAL01037,EMP0521,2024-07-06,19961.0,553,0,20514.0
SAL01038,EMP0521,2025-07-06 00:00:00,21358.27,3156,7,24514.27
SAL01039,EMP0522,2020-04-27,18817.0,1158,0,19975.0
SAL01040,EMP0522,2022-04-27 00:00:00,19381.51,1988,3,21369.51
SAL01041,EMP0523,2023-12-29,12685.0,666,0,13351.0
SAL01042,EMP0523,2025-12-29 00:00:00,13826.65,999,9,14825.65
SAL01043,EMP0524,2016-04-27,5292.0,481,0,5773.0
SAL01044,EMP0524,2017-04-27 00:00:00,5556.6,357,5,5913.6
SAL01045,EMP0525,2021-05-06,7054.0,421,0,7475.0
SAL01046,EMP0525,2022-05-06 00:00:00,7265.62,497,3,7762.62
SAL01047,EMP0526,2022-06-24,7528.0,779,0,8307.0
SAL01048,EMP0526,2023-06-24 00:00:00,7753.84,998,3,8751.84
SAL01049,EMP0527,2020-04-06,9197.0,323,0,9520.0
SAL01050,EMP0527,2021-04-06 00:00:00,9472.91,995,3,10467.91
SAL01051,EMP0528,2023-06-03,33678.0,5011,0,38689.0
SAL01052,EMP0528,2025-06-03 00:00:00,34688.34,3341,3,38029.34
SAL01053,EMP0528,2026-06-03 00:00:00,37116.52,632,7,37748.52
SAL01054,EMP0529,2022-05-07,17474.0,255,0,17729.0
SAL01055,EMP0529,2024-05-07 00:00:00,19221.4,2007,10,21228.4
SAL01056,EMP0529,2025-05-07 00:00:00,20951.33,806,9,21757.33
SAL01057,EMP0530,2025-06-12,9790.0,1216,0,11006.0
SAL01058,EMP0531,2019-01-14,34771.0,1089,0,35860.0
SAL01059,EMP0531,2020-01-14 00:00:00,37552.68,2840,8,40392.68
SAL01060,EMP0531,2022-01-14 00:00:00,39805.84,3805,6,43610.84
SAL01061,EMP0532,2021-10-01,13342.0,469,0,13811.0
SAL01062,EMP0533,2017-07-29,12035.0,1542,0,13577.0
SAL01063,EMP0533,2018-07-29 00:00:00,12636.75,1748,5,14384.75
SAL01064,EMP0534,2023-10-31,21589.0,3066,0,24655.0
SAL01065,EMP0535,2015-05-15,15179.0,1437,0,16616.0
SAL01066,EMP0535,2017-05-15 00:00:00,15937.95,81,5,16018.95
SAL01067,EMP0536,2014-02-25,14564.0,2128,0,16692.0
SAL01068,EMP0537,2022-12-16,9475.0,752,0,10227.0
SAL01069,EMP0537,2023-12-16 00:00:00,10138.25,1369,7,11507.25
SAL01070,EMP0538,2017-03-18,12185.0,1369,0,13554.0
SAL01071,EMP0538,2019-03-18 00:00:00,12672.4,1851,4,14523.4
SAL01072,EMP0539,2024-06-14,10751.0,466,0,11217.0
SAL01073,EMP0540,2015-07-03,3508.0,86,0,3594.0
SAL01074,EMP0541,2025-06-26,6325.0,239,0,6564.0
SAL01075,EMP0541,2026-06-26 00:00:00,6514.75,914,3,7428.75
SAL01076,EMP0542,2017-06-24,6455.0,391,0,6846.0
SAL01077,EMP0543,2026-01-12,6767.0,65,0,6832.0
SAL01078,EMP0543,2028-01-12 00:00:00,7037.68,674,4,7711.68
SAL01079,EMP0543,2029-01-12 00:00:00,7530.32,305,7,7835.32
SAL01080,EMP0544,2017-06-15,15305.0,294,0,15599.0
SAL01081,EMP0545,2013-02-12,3468.0,433,0,3901.0
SAL01082,EMP0546,2013-09-03,8245.0,346,0,8591.0
SAL01083,EMP0546,2015-09-03 00:00:00,8822.15,154,7,8976.15
SAL01084,EMP0546,2016-09-03 00:00:00,9439.7,96,7,9535.7
SAL01085,EMP0547,2016-11-28,14401.0,621,0,15022.0
SAL01086,EMP0547,2017-11-28 00:00:00,15841.1,1608,10,17449.1
SAL01087,EMP0547,2019-11-28 00:00:00,17266.8,2328,9,19594.8
SAL01088,EMP0548,2015-02-20,14977.0,1490,0,16467.0
SAL01089,EMP0549,2014-07-24,19377.0,2325,0,21702.0
SAL01090,EMP0549,2015-07-24 00:00:00,21120.93,1732,9,22852.93
SAL01091,EMP0549,2016-07-24 00:00:00,22810.6,2910,8,25720.6
SAL01092,EMP0550,2018-04-16,6753.0,570,0,7323.0
SAL01093,EMP0550,2020-04-16 00:00:00,7360.77,266,9,7626.77
SAL01094,EMP0551,2020-05-15,20175.0,1360,0,21535.0
SAL01095,EMP0552,2023-08-31,24397.0,2772,0,27169.0
SAL01096,EMP0552,2025-08-31 00:00:00,25372.88,2773,4,28145.88
SAL01097,EMP0552,2027-08-31 00:00:00,27148.98,3869,7,31017.98
SAL01098,EMP0553,2020-09-04,16634.0,1228,0,17862.0
SAL01099,EMP0553,2022-09-04 00:00:00,17133.02,535,3,17668.02
SAL01100,EMP0553,2024-09-04 00:00:00,18332.33,2495,7,20827.33
SAL01101,EMP0554,2014-08-09,13154.0,1583,0,14737.0
SAL01102,EMP0554,2015-08-09 00:00:00,13943.24,1136,6,15079.24
SAL01103,EMP0555,2023-07-17,9364.0,1174,0,10538.0
SAL01104,EMP0555,2024-07-17 00:00:00,9738.56,348,4,10086.56
SAL01105,EMP0555,2025-07-17 00:00:00,10030.72,815,3,10845.72
SAL01106,EMP0556,2021-03-03,5996.0,373,0,6369.0
SAL01107,EMP0557,2013-10-01,4336.0,353,0,4689.0
SAL01108,EMP0557,2015-10-01 00:00:00,4509.44,418,4,4927.44
SAL01109,EMP0557,2017-10-01 00:00:00,4825.1,388,7,5213.1
SAL01110,EMP0558,2017-05-19,12684.0,767,0,13451.0
SAL01111,EMP0559,2018-07-09,7081.0,811,0,7892.0
SAL01112,EMP0560,2025-09-26,13150.0,277,0,13427.0
SAL01113,EMP0560,2026-09-26 00:00:00,14465.0,763,10,15228.0
SAL01114,EMP0561,2013-10-02,3803.0,111,0,3914.0
SAL01115,EMP0561,2014-10-02 00:00:00,3917.09,367,3,4284.09
SAL01116,EMP0562,2019-08-04,8820.0,145,0,8965.0
SAL01117,EMP0563,2017-04-12,13223.0,1254,0,14477.0
SAL01118,EMP0563,2019-04-12 00:00:00,14148.61,1280,7,15428.61
SAL01119,EMP0563,2020-04-12 00:00:00,15280.5,1777,8,17057.5
SAL01120,EMP0564,2018-05-20,9173.0,88,0,9261.0
SAL01121,EMP0564,2020-05-20 00:00:00,9998.57,386,9,10384.57
SAL01122,EMP0564,2021-05-20 00:00:00,10798.46,620,8,11418.46
SAL01123,EMP0565,2012-10-18,18171.0,1486,0,19657.0
SAL01124,EMP0565,2013-10-18 00:00:00,19442.97,1435,7,20877.97
SAL01125,EMP0565,2015-10-18 00:00:00,20609.55,26,6,20635.55
SAL01126,EMP0566,2018-10-29,5804.0,282,0,6086.0
SAL01127,EMP0567,2019-10-26,34483.0,402,0,34885.0
SAL01128,EMP0567,2020-10-26 00:00:00,36207.15,460,5,36667.15
SAL01129,EMP0567,2021-10-26 00:00:00,39827.87,3260,10,43087.87
SAL01130,EMP0568,2017-09-17,29031.0,785,0,29816.0
SAL01131,EMP0568,2019-09-17 00:00:00,30482.55,2008,5,32490.55
SAL01132,EMP0568,2020-09-17 00:00:00,31701.85,1746,4,33447.85
SAL01133,EMP0569,2014-12-01,9174.0,164,0,9338.0
SAL01134,EMP0569,2015-12-01 00:00:00,9632.7,13,5,9645.7
SAL01135,EMP0569,2017-12-01 00:00:00,10114.34,583,5,10697.34
SAL01136,EMP0570,2012-08-18,14848.0,50,0,14898.0
SAL01137,EMP0571,2012-12-21,10658.0,844,0,11502.0
SAL01138,EMP0571,2014-12-21 00:00:00,10977.74,1451,3,12428.74
SAL01139,EMP0571,2015-12-21 00:00:00,11855.96,1318,8,13173.96
SAL01140,EMP0572,2019-04-28,6624.0,574,0,7198.0
SAL01141,EMP0572,2021-04-28 00:00:00,6888.96,615,4,7503.96
SAL01142,EMP0572,2022-04-28 00:00:00,7095.63,941,3,8036.63
SAL01143,EMP0573,2014-01-13,6768.0,877,0,7645.0
SAL01144,EMP0573,2015-01-13 00:00:00,7038.72,491,4,7529.72
SAL01145,EMP0574,2015-01-20,5078.0,296,0,5374.0
SAL01146,EMP0574,2016-01-20 00:00:00,5230.34,220,3,5450.34
SAL01147,EMP0574,2017-01-20 00:00:00,5596.46,827,7,6423.46
SAL01148,EMP0575,2018-08-08,8066.0,865,0,8931.0
SAL01149,EMP0575,2019-08-08 00:00:00,8872.6,72,10,8944.6
